game_date,team,opponent,record,1st_inning,2nd_inning,3rd_inning,4th_inning,5th_inning,6th_inning,7th_inning,8th_inning,9th_inning,10th_inning,11th_inning,12th_inning,13th_inning,14th_inning,15th_inning,16th_inning,17th_inning,18th_inning,19th_inning,20th_inning,21th_inning,22th_inning,23th_inning,24th_inning,25th_inning,26th_inning,extra_inning,total_innings,runs,hits,errors,result
2019-02-22,Phillies,Rays,1 - 0 ,1,0,1,0,1,0,0,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,3,4,1,W
2019-02-22,Rays,Phillies,0 - 1 ,0,0,1,0,0,1,0,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,2,7,1,L
2019-02-22,Athletics,Mariners,0 - 1 ,0,0,0,0,0,0,0,0,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,1,4,1,L
2019-02-22,Mariners,Athletics,1 - 0 ,2,0,2,1,3,0,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,8,14,0,W
2019-02-22,Huskies,Red Sox,0 - 1 ,0,0,0,0,0,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,7,0,3,1,L
2019-02-22,Red Sox,Huskies,1 - 0 ,0,1,2,2,0,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,7,6,7,2,W
2019-02-22,Fire,Tigers,0 - 1 ,0,0,0,1,0,0,1,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,2,8,0,L
2019-02-22,Tigers,Fire,1 - 0 ,0,1,1,0,0,0,1,10,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,13,18,1,W
2019-02-23,Twins,Orioles,0 - 1 ,0,1,0,0,0,0,1,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,2,11,2,L
2019-02-23,Orioles,Twins,1 - 0 ,3,0,3,0,0,0,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,7,8,1,W
2019-02-23,Pirates,Phillies,1 - 0 ,0,0,0,1,0,0,0,0,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,3,3,2,W
2019-02-23,Phillies,Pirates,1 - 1 ,0,0,0,0,0,0,0,1,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,2,8,1,L
2019-02-23,Cardinals,Marlins,1 - 0 ,0,0,0,1,5,5,0,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,11,20,0,W
2019-02-23,Marlins,Cardinals,0 - 1 ,0,0,1,0,0,0,0,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,1,3,1,L
2019-02-23,Yankees,Red Sox,0 - 1 ,1,2,0,0,0,0,0,2,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,5,13,2,L
2019-02-23,Red Sox,Yankees,1 - 0 ,0,1,5,0,0,0,0,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,8,13,0,W
2019-02-23,Tigers,Blue Jays,1 - 0 ,0,0,4,0,0,0,0,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,4,11,1,W
2019-02-23,Blue Jays,Tigers,0 - 1 ,0,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,0,5,0,L
2019-02-23,Braves,Mets,0 - 1 ,0,2,0,0,0,0,0,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,3,8,1,L
2019-02-23,Mets,Braves,1 - 0 ,0,2,1,0,0,1,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,4,5,1,W
2019-02-23,Indians,Reds,0 - 0 ,0,2,0,0,0,1,0,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,3,7,0,T
2019-02-23,Reds,Indians,0 - 0 ,0,0,0,2,1,0,0,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,3,4,1,T
2019-02-23,Rangers,Royals,0 - 1 ,0,1,0,0,0,0,0,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,1,4,0,L
2019-02-23,Royals,Rangers,1 - 0 ,2,0,1,1,4,0,0,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,9,12,1,W
2019-02-23,Dodgers,White Sox,1 - 0 ,4,2,0,1,0,0,0,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,7,10,2,W
2019-02-23,White Sox,Dodgers,0 - 2 ,0,0,1,0,2,1,0,0,2,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,6,9,0,L
2019-02-23,White Sox,Athletics,0 - 2 ,1,1,0,2,0,1,0,0,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,5,12,0,L
2019-02-23,Athletics,White Sox,1 - 1 ,1,0,0,1,1,2,0,1,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,6,9,1,W
2019-02-23,Brewers,Cubs,0 - 1 ,0,2,0,0,0,1,0,1,0,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,X,N,9,4,10,1,L
