game_date,team,opponent,record,1st_inning,2nd_inning,3rd_inning,4th_inning,5th_inning,6th_inning,7th_inning,8th_inning,9th_inning,10th_inning,11th_inning,12th_inning,13th_inning,14th_inning,15th_inning,16th_inning,extra_inning,runs,hits,errors,result
2022-03-17,Twins,Red Sox,0 - 1 ,0,0,1,0,0,0,0,0,0,X,X,X,X,X,X,X,N,1,2,2,L
2022-03-17,Red Sox,Twins,1 - 0 ,4,0,0,0,2,0,2,6,X,X,X,X,X,X,X,X,N,14,14,0,W
2022-03-17,Cubs,White Sox,0 - 1 ,0,1,0,0,0,1,0,X,X,X,X,X,X,X,X,X,N,2,8,0,L
2022-03-17,White Sox,Cubs,1 - 0 ,1,3,1,0,0,0,X,X,X,X,X,X,X,X,X,X,N,5,10,1,W
2022-03-17,White Sox,Cubs,2 - 0 ,0,1,1,0,1,1,0,X,X,X,X,X,X,X,X,X,N,4,7,0,W
2022-03-17,Cubs,White Sox,0 - 2 ,0,0,2,0,0,1,0,X,X,X,X,X,X,X,X,X,N,3,4,1,L
2022-03-17,D-backs,Rockies,0 - 1 ,0,0,0,0,0,0,2,1,0,X,X,X,X,X,X,X,N,3,6,0,L
2022-03-17,Rockies,D-backs,1 - 0 ,0,0,1,1,2,1,0,0,X,X,X,X,X,X,X,X,N,5,8,0,W
2022-03-18,Astros,Cardinals,0 - 1 ,0,1,0,0,1,0,0,0,0,X,X,X,X,X,X,X,N,2,5,0,L
2022-03-18,Cardinals,Astros,1 - 0 ,0,0,2,2,0,0,0,0,X,X,X,X,X,X,X,X,N,4,3,0,W
2022-03-18,Rays,Red Sox,0 - 1 ,0,0,2,1,0,0,3,0,0,X,X,X,X,X,X,X,N,6,8,1,L
2022-03-18,Red Sox,Rays,2 - 0 ,0,0,0,3,0,1,0,2,1,X,X,X,X,X,X,X,N,7,13,0,W
2022-03-18,Blue Jays,Orioles,1 - 0 ,0,3,3,0,0,0,0,0,3,X,X,X,X,X,X,X,N,9,10,1,W
2022-03-18,Orioles,Blue Jays,0 - 1 ,2,0,0,3,0,0,0,0,0,X,X,X,X,X,X,X,N,5,7,4,L
2022-03-18,Phillies,Tigers,0 - 0 ,0,0,1,0,2,1,2,0,0,X,X,X,X,X,X,X,N,6,12,0,T
2022-03-18,Tigers,Phillies,0 - 0 ,0,0,2,1,0,3,0,0,0,X,X,X,X,X,X,X,N,6,8,1,T
2022-03-18,Twins,Braves,0 - 2 ,0,0,0,0,0,0,0,0,1,X,X,X,X,X,X,X,N,1,3,0,L
2022-03-18,Braves,Twins,1 - 0 ,0,0,2,0,0,1,0,0,X,X,X,X,X,X,X,X,N,3,5,0,W
2022-03-18,Yankees,Pirates,0 - 1 ,2,0,0,0,0,0,0,0,1,X,X,X,X,X,X,X,N,3,5,0,L
2022-03-18,Pirates,Yankees,1 - 0 ,0,0,1,0,2,0,1,0,X,X,X,X,X,X,X,X,N,4,8,0,W
2022-03-18,Reds,Guardians,0 - 1 ,0,0,0,2,0,0,0,0,0,X,X,X,X,X,X,X,N,2,5,2,L
2022-03-18,Guardians,Reds,1 - 0 ,0,0,0,1,1,0,1,0,X,X,X,X,X,X,X,X,N,3,8,2,W
2022-03-18,Angels,Athletics,0 - 1 ,2,0,1,2,1,2,0,0,0,X,X,X,X,X,X,X,N,8,15,0,L
2022-03-18,Athletics,Angels,1 - 0 ,0,0,0,3,1,1,2,3,X,X,X,X,X,X,X,X,N,10,12,0,W
2022-03-18,Royals,Rangers,0 - 0 ,1,0,0,1,0,0,3,0,0,X,X,X,X,X,X,X,N,5,12,0,T
2022-03-18,Rangers,Royals,0 - 0 ,0,0,3,0,2,0,0,0,0,X,X,X,X,X,X,X,N,5,6,0,T
2022-03-18,Brewers,Dodgers,0 - 0 ,0,2,0,0,1,0,0,0,0,X,X,X,X,X,X,X,N,3,5,0,T
2022-03-18,Dodgers,Brewers,0 - 0 ,0,0,0,0,1,1,0,0,1,X,X,X,X,X,X,X,N,3,6,2,T
2022-03-18,Rockies,D-backs,2 - 0 ,0,0,0,1,0,0,0,3,1,X,X,X,X,X,X,X,N,5,9,0,W
2022-03-18,D-backs,Rockies,0 - 2 ,0,0,1,2,0,0,0,0,0,X,X,X,X,X,X,X,N,3,7,1,L
2022-03-18,Mariners,Padres,0 - 1 ,0,0,0,0,0,3,1,0,0,X,X,X,X,X,X,X,N,4,5,4,L
2022-03-18,Padres,Mariners,1 - 0 ,0,1,0,0,0,4,0,1,X,X,X,X,X,X,X,X,N,6,7,1,W
2022-03-18,Marlins,Nationals,1 - 0 ,0,1,3,3,0,1,0,0,0,X,X,X,X,X,X,X,N,8,9,1,W
2022-03-18,Nationals,Marlins,0 - 1 ,0,0,0,3,0,0,0,0,0,X,X,X,X,X,X,X,N,3,5,1,L
2022-03-18,Cubs,Giants,1 - 2 ,0,0,4,2,0,0,0,1,0,X,X,X,X,X,X,X,N,7,8,1,W
2022-03-18,Giants,Cubs,0 - 1 ,0,0,0,0,0,0,0,1,2,X,X,X,X,X,X,X,N,3,6,1,L
2022-03-19,Tigers,Pirates,0 - 1 ,0,0,0,0,2,1,0,0,0,X,X,X,X,X,X,X,N,3,6,0,L
2022-03-19,Pirates,Tigers,2 - 0 ,0,0,2,1,0,0,1,2,X,X,X,X,X,X,X,X,N,6,7,0,W
2022-03-19,Red Sox,Twins,3 - 0 ,0,0,0,0,0,0,1,0,0,X,X,X,X,X,X,X,N,1,4,0,W
2022-03-19,Twins,Red Sox,0 - 3 ,0,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,N,0,6,1,L
2022-03-19,Blue Jays,Phillies,1 - 1 ,1,1,0,0,0,0,0,0,0,X,X,X,X,X,X,X,N,2,3,1,L
2022-03-19,Phillies,Blue Jays,1 - 0 ,1,1,0,0,0,0,1,0,X,X,X,X,X,X,X,X,N,3,7,0,W
2022-03-19,Braves,Rays,1 - 0 ,0,0,0,0,4,0,0,0,0,X,X,X,X,X,X,X,N,4,8,0,T
2022-03-19,Rays,Braves,0 - 1 ,0,2,0,0,0,2,0,0,0,X,X,X,X,X,X,X,N,4,6,1,T
2022-03-19,Astros,Marlins,0 - 2 ,0,0,2,0,0,0,0,0,0,X,X,X,X,X,X,X,N,2,5,1,L
2022-03-19,Marlins,Astros,2 - 0 ,3,0,3,1,0,3,0,0,X,X,X,X,X,X,X,X,N,10,10,0,W
2022-03-19,Yankees,Orioles,0 - 1 ,0,0,3,0,0,0,0,0,0,X,X,X,X,X,X,X,N,3,3,0,T
2022-03-19,Orioles,Yankees,0 - 1 ,0,0,2,0,1,0,0,0,0,X,X,X,X,X,X,X,N,3,9,0,T
2022-03-19,Padres,Cubs,1 - 1 ,0,0,1,1,2,0,0,0,0,X,X,X,X,X,X,X,N,4,9,1,L
2022-03-19,Cubs,Padres,2 - 2 ,0,1,0,3,0,1,0,0,X,X,X,X,X,X,X,X,N,5,10,1,W
2022-03-19,Guardians,White Sox,2 - 0 ,0,0,0,9,0,1,0,0,1,X,X,X,X,X,X,X,N,11,15,1,W
2022-03-19,White Sox,Guardians,2 - 1 ,0,0,0,0,0,0,0,1,1,X,X,X,X,X,X,X,N,2,7,1,L
2022-03-19,Brewers,Rangers,1 - 0 ,2,0,2,1,0,5,0,1,0,X,X,X,X,X,X,X,N,11,11,0,W
2022-03-19,Rangers,Brewers,0 - 1 ,0,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,N,0,3,3,L
2022-03-19,D-backs,Angels,0 - 3 ,1,0,1,1,0,1,0,1,0,X,X,X,X,X,X,X,N,5,12,0,L
2022-03-19,Angels,D-backs,1 - 1 ,0,3,4,0,3,0,2,0,X,X,X,X,X,X,X,X,N,12,19,0,W
2022-03-19,Dodgers,Mariners,0 - 1 ,1,0,2,0,0,0,0,3,0,X,X,X,X,X,X,X,N,6,11,0,L
2022-03-19,Mariners,Dodgers,1 - 1 ,5,1,0,0,0,0,1,0,X,X,X,X,X,X,X,X,N,7,6,0,W
2022-03-19,Giants,Rockies,1 - 1 ,1,4,1,0,1,0,0,0,1,X,X,X,X,X,X,X,N,8,11,0,W
2022-03-19,Rockies,Giants,2 - 1 ,2,0,0,0,0,0,3,0,0,X,X,X,X,X,X,X,N,5,10,1,L
2022-03-19,Mets,Nationals,1 - 0 ,4,0,1,0,0,1,0,0,0,X,X,X,X,X,X,X,N,6,8,2,W
2022-03-19,Nationals,Mets,0 - 2 ,0,0,0,0,1,0,0,0,1,X,X,X,X,X,X,X,N,2,5,0,L
2022-03-19,Athletics,Reds,1 - 1 ,0,1,0,0,1,0,1,0,0,X,X,X,X,X,X,X,N,3,6,1,L
2022-03-19,Reds,Athletics,1 - 1 ,7,0,1,0,1,0,0,0,X,X,X,X,X,X,X,X,N,9,11,2,W
2022-03-20,Orioles,Red Sox,0 - 2 ,1,0,0,0,0,0,0,1,0,X,X,X,X,X,X,X,N,2,5,0,L
2022-03-20,Red Sox,Orioles,4 - 0 ,0,0,3,0,0,0,0,0,X,X,X,X,X,X,X,X,N,3,9,0,W
2022-03-20,Nationals,Astros,1 - 2 ,1,0,0,0,0,0,0,2,0,X,X,X,X,X,X,X,N,3,7,1,W
2022-03-20,Astros,Nationals,0 - 3 ,0,0,0,1,1,0,0,0,0,X,X,X,X,X,X,X,N,2,7,2,L
2022-03-20,Rays,Twins,0 - 2 ,0,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,N,0,3,0,L
2022-03-20,Twins,Rays,1 - 3 ,0,0,1,0,0,0,1,1,X,X,X,X,X,X,X,X,N,3,7,2,W
2022-03-20,Phillies,Braves,1 - 1 ,0,0,0,0,1,0,0,0,0,X,X,X,X,X,X,X,N,1,4,2,L
2022-03-20,Braves,Phillies,2 - 0 ,0,0,0,0,0,0,0,5,X,X,X,X,X,X,X,X,N,5,9,0,W
2022-03-20,Tigers,Yankees,1 - 1 ,2,2,0,0,0,0,0,0,4,X,X,X,X,X,X,X,N,8,9,1,W
2022-03-20,Yankees,Tigers,0 - 2 ,0,0,0,2,1,4,0,0,0,X,X,X,X,X,X,X,N,7,7,0,L
2022-03-20,Pirates,Blue Jays,2 - 1 ,1,0,0,0,1,0,1,1,0,X,X,X,X,X,X,X,N,4,7,0,L
2022-03-20,Blue Jays,Pirates,2 - 1 ,2,0,3,0,0,1,0,4,X,X,X,X,X,X,X,X,N,10,10,0,W
2022-03-20,Cardinals,Mets,2 - 0 ,3,0,1,0,0,0,0,1,1,X,X,X,X,X,X,X,N,6,11,1,W
2022-03-20,Mets,Cardinals,1 - 1 ,0,1,0,0,0,0,2,1,0,X,X,X,X,X,X,X,N,4,6,0,L
2022-03-20,D-backs,Royals,0 - 4 ,0,0,5,0,3,2,0,0,0,X,X,X,X,X,X,X,N,10,12,2,L
2022-03-20,Royals,D-backs,1 - 0 ,0,0,1,1,3,0,3,2,1,X,X,X,X,X,X,X,N,11,14,0,W
2022-03-20,Cubs,Dodgers,2 - 2 ,0,0,0,0,0,2,0,0,0,X,X,X,X,X,X,X,N,2,8,0,T
2022-03-20,Dodgers,Cubs,0 - 1 ,0,2,0,0,0,0,0,0,0,X,X,X,X,X,X,X,N,2,6,1,T
2022-03-20,Guardians,Athletics,2 - 0 ,0,1,0,0,0,4,2,0,2,X,X,X,X,X,X,X,N,9,17,2,T
2022-03-20,Athletics,Guardians,1 - 1 ,0,2,0,2,0,0,5,0,0,X,X,X,X,X,X,X,N,9,12,0,T
2022-03-20,Giants,Reds,1 - 2 ,0,0,1,1,0,0,0,0,2,X,X,X,X,X,X,X,N,4,8,1,L
2022-03-20,Reds,Giants,2 - 1 ,1,4,0,0,0,1,3,0,X,X,X,X,X,X,X,X,N,9,12,0,W
2022-03-20,Angels,Mariners,2 - 1 ,0,1,0,2,0,0,2,0,2,X,X,X,X,X,X,X,N,7,10,0,W
2022-03-20,Mariners,Angels,1 - 2 ,0,0,2,0,0,1,0,0,0,X,X,X,X,X,X,X,N,3,5,2,L
2022-03-20,White Sox,Rockies,3 - 1 ,1,0,0,0,2,0,0,1,0,X,X,X,X,X,X,X,N,4,8,1,W
2022-03-20,Rockies,White Sox,2 - 2 ,0,0,0,0,0,0,1,1,0,X,X,X,X,X,X,X,N,2,11,0,L
2022-03-20,Padres,Brewers,1 - 2 ,0,0,0,0,0,1,0,1,1,X,X,X,X,X,X,X,N,3,7,1,L
2022-03-20,Brewers,Padres,2 - 0 ,0,1,0,3,2,0,0,0,X,X,X,X,X,X,X,X,N,6,8,0,W
2022-03-21,Pirates,Rays,3 - 1 ,0,2,0,3,0,0,0,0,0,X,X,X,X,X,X,X,N,5,10,1,W
2022-03-21,Rays,Pirates,0 - 3 ,1,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,N,1,8,1,L
2022-03-21,Blue Jays,Tigers,3 - 1 ,0,0,0,0,2,0,0,0,1,X,X,X,X,X,X,X,N,3,7,0,W
2022-03-21,Tigers,Blue Jays,1 - 2 ,1,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,N,1,2,0,L
2022-03-21,Twins,Orioles,1 - 4 ,0,0,0,4,1,0,0,3,0,X,X,X,X,X,X,X,N,8,8,0,L
2022-03-21,Orioles,Twins,1 - 2 ,4,1,0,0,0,1,2,2,X,X,X,X,X,X,X,X,N,10,11,1,W
2022-03-21,Braves,Red Sox,2 - 1 ,0,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,N,0,6,2,L
2022-03-21,Red Sox,Braves,5 - 0 ,1,0,0,0,2,0,1,1,X,X,X,X,X,X,X,X,N,5,10,0,W
2022-03-21,Mets,Marlins,1 - 2 ,0,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,N,0,2,1,L
2022-03-21,Marlins,Mets,3 - 0 ,1,0,0,0,0,0,2,0,X,X,X,X,X,X,X,X,N,3,5,0,W
2022-03-21,Phillies,Yankees,1 - 2 ,0,0,0,0,0,0,2,0,0,X,X,X,X,X,X,X,N,2,5,3,L
2022-03-21,Yankees,Phillies,1 - 2 ,3,0,0,1,0,1,0,0,X,X,X,X,X,X,X,X,N,5,7,1,W
2022-03-21,Reds,Cubs,2 - 2 ,0,0,0,0,1,1,0,0,0,X,X,X,X,X,X,X,N,2,8,1,L
2022-03-21,Cubs,Reds,3 - 2 ,0,1,0,0,0,0,0,2,X,X,X,X,X,X,X,X,N,3,6,0,W
2022-03-21,Rangers,Guardians,1 - 1 ,0,5,9,2,3,1,1,2,2,X,X,X,X,X,X,X,N,25,27,0,W
2022-03-21,Guardians,Rangers,2 - 1 ,0,0,5,0,0,1,2,2,2,X,X,X,X,X,X,X,N,12,15,0,L
2022-03-21,Dodgers,White Sox,0 - 2 ,0,0,3,1,0,1,0,1,0,X,X,X,X,X,X,X,N,6,8,0,L
2022-03-21,White Sox,Dodgers,4 - 1 ,0,3,0,3,0,0,2,0,X,X,X,X,X,X,X,X,N,8,9,0,W
2022-03-21,Royals,Angels,2 - 0 ,0,0,1,0,2,3,0,2,0,X,X,X,X,X,X,X,N,8,16,1,W
2022-03-21,Angels,Royals,2 - 2 ,1,0,0,1,0,0,1,0,2,X,X,X,X,X,X,X,N,5,10,0,L
2022-03-21,Rockies,Padres,3 - 2 ,0,0,0,0,0,4,0,4,0,X,X,X,X,X,X,X,N,8,11,1,W
2022-03-21,Padres,Rockies,1 - 3 ,4,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,N,4,6,1,L
2022-03-21,Mariners,D-backs,1 - 3 ,0,0,0,1,0,0,0,0,0,X,X,X,X,X,X,X,N,1,7,1,L
2022-03-21,D-backs,Mariners,1 - 4 ,2,4,0,0,0,0,3,0,X,X,X,X,X,X,X,X,N,9,8,2,W
2022-03-21,Cardinals,Nationals,3 - 0 ,0,0,0,0,3,0,1,0,3,X,X,X,X,X,X,X,N,7,9,0,W
2022-03-21,Nationals,Cardinals,1 - 3 ,0,0,1,1,1,0,0,0,0,X,X,X,X,X,X,X,N,3,8,2,L
2022-03-21,Brewers,Giants,3 - 0 ,0,0,0,1,0,2,0,4,6,X,X,X,X,X,X,X,N,13,14,1,W
2022-03-21,Giants,Brewers,1 - 3 ,0,0,0,0,1,1,1,1,2,X,X,X,X,X,X,X,N,6,8,2,L
2022-03-22,Orioles,Pirates,2 - 2 ,4,2,0,0,0,1,1,0,2,X,X,X,X,X,X,X,N,10,16,2,W
2022-03-22,Pirates,Orioles,3 - 2 ,0,0,4,1,0,1,2,0,1,X,X,X,X,X,X,X,N,9,12,0,L
2022-03-22,Red Sox,Rays,6 - 0 ,0,0,2,0,0,0,1,1,0,X,X,X,X,X,X,X,N,4,8,0,W
2022-03-22,Rays,Red Sox,0 - 4 ,0,0,0,0,0,0,2,0,0,X,X,X,X,X,X,X,N,2,10,1,L
2022-03-22,Tigers,Phillies,1 - 3 ,0,0,0,0,0,1,0,0,1,X,X,X,X,X,X,X,N,2,8,1,L
2022-03-22,Phillies,Tigers,2 - 2 ,0,0,2,1,0,4,0,0,X,X,X,X,X,X,X,X,N,7,8,1,W
2022-03-22,Braves,Twins,3 - 1 ,0,0,0,0,0,0,2,2,0,X,X,X,X,X,X,X,N,4,7,0,W
2022-03-22,Twins,Braves,1 - 5 ,0,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,N,0,6,1,L
2022-03-22,Marlins,Cardinals,3 - 1 ,0,0,0,0,0,0,0,3,0,X,X,X,X,X,X,X,N,3,6,1,L
2022-03-22,Cardinals,Marlins,4 - 0 ,0,0,0,3,1,0,0,0,X,X,X,X,X,X,X,X,N,4,5,0,W
2022-03-22,Yankees,Blue Jays,1 - 3 ,0,0,0,1,0,1,0,0,0,X,X,X,X,X,X,X,N,2,6,1,L
2022-03-22,Blue Jays,Yankees,4 - 1 ,3,0,1,5,0,0,0,0,X,X,X,X,X,X,X,X,N,9,13,0,W
2022-03-22,Reds,Dodgers,3 - 2 ,0,0,0,1,1,6,0,0,2,X,X,X,X,X,X,X,N,10,13,3,W
2022-03-22,Dodgers,Reds,0 - 3 ,1,0,0,1,3,0,0,2,1,X,X,X,X,X,X,X,N,8,14,1,L
2022-03-22,Athletics,Royals,1 - 2 ,0,0,0,3,0,0,0,0,0,X,X,X,X,X,X,X,N,3,4,0,L
2022-03-22,Royals,Athletics,3 - 0 ,0,0,0,0,0,2,1,2,X,X,X,X,X,X,X,X,N,5,11,0,W
2022-03-22,Padres,Guardians,1 - 4 ,0,0,0,0,0,0,1,0,0,X,X,X,X,X,X,X,N,1,8,0,L
2022-03-22,Guardians,Padres,3 - 1 ,0,2,0,1,2,1,0,0,X,X,X,X,X,X,X,X,N,6,13,1,W
2022-03-22,Rockies,Angels,3 - 3 ,0,0,0,0,2,0,0,0,2,X,X,X,X,X,X,X,N,4,11,1,L
2022-03-22,Angels,Rockies,3 - 2 ,0,0,3,0,0,4,0,0,X,X,X,X,X,X,X,X,N,7,7,3,W
2022-03-22,Cubs,Mariners,3 - 2 ,0,2,0,0,1,0,2,0,0,X,X,X,X,X,X,X,N,5,7,2,T
2022-03-22,Mariners,Cubs,1 - 3 ,2,0,0,0,0,0,0,2,1,X,X,X,X,X,X,X,N,5,9,1,T
2022-03-22,Rangers,D-backs,2 - 1 ,0,3,0,0,0,0,0,0,1,X,X,X,X,X,X,X,N,4,10,1,W
2022-03-22,D-backs,Rangers,1 - 5 ,0,0,0,0,0,0,0,1,0,X,X,X,X,X,X,X,N,1,4,0,L
2022-03-22,White Sox,Brewers,5 - 1 ,0,0,1,0,0,3,0,0,0,X,X,X,X,X,X,X,N,4,5,0,W
2022-03-22,Brewers,White Sox,3 - 1 ,0,0,0,0,0,2,1,0,0,X,X,X,X,X,X,X,N,3,8,1,L
2022-03-22,Astros,Mets,0 - 4 ,0,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,N,0,3,1,L
2022-03-22,Mets,Astros,2 - 2 ,0,0,0,0,2,0,0,0,X,X,X,X,X,X,X,X,N,2,6,0,W
2022-03-23,Pirates,Tigers,3 - 2 ,1,0,0,0,2,2,0,0,1,X,X,X,X,X,X,X,N,6,9,0,T
2022-03-23,Tigers,Pirates,1 - 3 ,1,0,0,0,0,0,5,0,0,X,X,X,X,X,X,X,N,6,9,0,T
2022-03-23,Cardinals,Astros,4 - 1 ,0,0,0,0,0,2,0,0,1,X,X,X,X,X,X,X,N,3,11,0,L
2022-03-23,Astros,Cardinals,1 - 4 ,0,2,0,2,0,0,0,6,X,X,X,X,X,X,X,X,N,10,14,1,W
2022-03-23,Twins,Red Sox,2 - 5 ,0,0,0,0,4,0,0,6,0,X,X,X,X,X,X,X,N,10,9,2,W
2022-03-23,Red Sox,Twins,6 - 1 ,0,0,0,0,0,1,3,0,0,X,X,X,X,X,X,X,N,4,8,0,L
2022-03-23,Blue Jays,Phillies,4 - 2 ,0,0,1,4,0,0,0,2,0,X,X,X,X,X,X,X,N,7,10,0,L
2022-03-23,Phillies,Blue Jays,3 - 2 ,0,4,2,1,1,0,0,0,X,X,X,X,X,X,X,X,N,8,13,0,W
2022-03-23,Rays,Braves,0 - 4 ,0,0,0,0,0,0,0,3,4,X,X,X,X,X,X,X,N,7,14,1,T
2022-03-23,Braves,Rays,3 - 1 ,0,2,0,0,2,0,0,1,2,X,X,X,X,X,X,X,N,7,13,2,T
2022-03-23,Nationals,Marlins,1 - 4 ,1,0,0,0,0,0,0,0,1,X,X,X,X,X,X,X,N,2,5,0,L
2022-03-23,Marlins,Nationals,4 - 1 ,0,0,0,0,0,3,0,0,X,X,X,X,X,X,X,X,N,3,8,0,W
2022-03-23,Guardians,Dodgers,3 - 2 ,0,2,0,0,0,0,0,0,0,X,X,X,X,X,X,X,N,2,7,1,L
2022-03-23,Dodgers,Guardians,1 - 3 ,1,3,0,0,0,0,2,0,X,X,X,X,X,X,X,X,N,6,9,0,W
2022-03-23,Athletics,Cubs,1 - 3 ,1,0,1,0,1,0,1,0,0,X,X,X,X,X,X,X,N,4,8,1,L
2022-03-23,Cubs,Athletics,4 - 2 ,0,1,1,0,0,0,3,0,X,X,X,X,X,X,X,X,N,5,8,2,W
2022-03-23,D-backs,Giants,2 - 5 ,1,0,0,0,1,1,0,2,0,X,X,X,X,X,X,X,N,5,8,1,W
2022-03-23,Giants,D-backs,1 - 4 ,0,0,0,0,2,0,0,1,0,X,X,X,X,X,X,X,N,3,3,0,L
2022-03-23,White Sox,Rangers,5 - 2 ,4,0,1,0,0,0,0,0,0,X,X,X,X,X,X,X,N,5,7,1,L
2022-03-23,Rangers,White Sox,3 - 1 ,2,0,1,5,0,0,2,4,X,X,X,X,X,X,X,X,N,14,16,1,W
2022-03-23,Royals,Rockies,4 - 0 ,0,0,2,1,0,1,2,1,1,X,X,X,X,X,X,X,N,8,13,1,W
2022-03-23,Rockies,Royals,3 - 4 ,0,0,1,3,0,0,0,0,0,X,X,X,X,X,X,X,N,4,8,0,L
2022-03-23,Angels,Padres,3 - 3 ,0,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,N,0,2,1,L
2022-03-23,Padres,Angels,2 - 4 ,0,0,0,0,2,1,0,0,X,X,X,X,X,X,X,X,N,3,7,0,W
2022-03-23,Orioles,Yankees,2 - 3 ,0,0,0,0,0,1,0,0,0,X,X,X,X,X,X,X,N,1,8,0,L
2022-03-23,Yankees,Orioles,2 - 3 ,0,0,0,3,3,1,0,0,X,X,X,X,X,X,X,X,N,7,12,0,W
2022-03-23,Brewers,Reds,3 - 2 ,0,1,0,2,4,1,0,0,0,X,X,X,X,X,X,X,N,8,9,0,L
2022-03-23,Reds,Brewers,4 - 2 ,1,2,0,4,0,0,0,5,X,X,X,X,X,X,X,X,N,12,13,0,W
2022-03-24,Rays,Twins,0 - 5 ,0,0,0,0,1,0,0,0,0,X,X,X,X,X,X,X,N,1,4,0,L
2022-03-24,Twins,Rays,3 - 5 ,2,0,0,1,1,0,2,1,X,X,X,X,X,X,X,X,N,7,9,0,W
2022-03-24,Phillies,Pirates,3 - 2 ,0,0,0,2,1,X,X,X,X,X,X,X,X,X,X,X,N,3,2,0,T
2022-03-24,Pirates,Phillies,3 - 2 ,0,1,1,1,0,X,X,X,X,X,X,X,X,X,X,X,N,3,8,0,T
2022-03-24,Yankees,Tigers,2 - 4 ,0,0,0,0,3,0,0,X,X,X,X,X,X,X,X,X,N,3,7,0,L
2022-03-24,Tigers,Yankees,2 - 3 ,0,0,0,0,0,5,0,X,X,X,X,X,X,X,X,X,N,5,10,0,W
2022-03-24,Reds,Royals,4 - 3 ,2,0,1,0,0,0,0,1,0,X,X,X,X,X,X,X,N,4,9,1,L
2022-03-24,Royals,Reds,5 - 0 ,0,0,1,3,0,0,0,0,1,X,X,X,X,X,X,X,N,5,11,1,W
2022-03-24,Mariners,Guardians,2 - 3 ,0,0,1,0,0,0,0,2,0,X,X,X,X,X,X,X,N,3,6,1,W
2022-03-24,Guardians,Mariners,3 - 3 ,0,1,0,0,0,1,0,0,0,X,X,X,X,X,X,X,N,2,5,1,L
2022-03-24,Rangers,Athletics,4 - 1 ,0,1,0,0,0,3,1,0,0,X,X,X,X,X,X,X,N,5,7,0,W
2022-03-24,Athletics,Rangers,1 - 4 ,1,0,0,2,0,0,0,0,0,X,X,X,X,X,X,X,N,3,9,3,L
2022-03-24,Giants,White Sox,2 - 4 ,0,1,0,4,1,0,0,2,1,X,X,X,X,X,X,X,N,9,12,0,W
2022-03-24,White Sox,Giants,5 - 3 ,0,1,0,0,0,1,1,1,2,X,X,X,X,X,X,X,N,6,9,2,L
2022-03-24,Cubs,Angels,4 - 3 ,1,0,2,0,0,0,1,0,0,X,X,X,X,X,X,X,N,4,6,1,L
2022-03-24,Angels,Cubs,4 - 3 ,0,0,0,2,2,0,1,0,X,X,X,X,X,X,X,X,N,5,8,2,W
2022-03-24,Dodgers,Rockies,1 - 3 ,1,1,1,0,0,3,0,0,0,X,X,X,X,X,X,X,N,6,13,0,T
2022-03-24,Rockies,Dodgers,3 - 4 ,0,0,0,1,0,0,2,0,3,X,X,X,X,X,X,X,N,6,7,1,T
2022-03-24,D-backs,Brewers,3 - 5 ,0,3,1,0,2,0,0,0,4,X,X,X,X,X,X,X,N,10,14,1,W
2022-03-24,Brewers,D-backs,3 - 3 ,0,1,0,0,0,2,0,0,0,X,X,X,X,X,X,X,N,3,9,2,L
2022-03-24,Red Sox,Orioles,6 - 2 ,1,2,0,0,1,0,0,1,0,X,X,X,X,X,X,X,N,5,7,1,L
2022-03-24,Orioles,Red Sox,3 - 3 ,0,2,1,1,3,0,0,1,X,X,X,X,X,X,X,X,N,8,9,0,W
2022-03-24,Astros,Nationals,2 - 4 ,0,0,2,0,4,2,0,2,0,X,X,X,X,X,X,X,N,10,11,4,W
2022-03-24,Nationals,Astros,1 - 5 ,1,3,0,0,0,0,2,2,0,X,X,X,X,X,X,X,N,8,13,1,L
2022-03-24,Marlins,Mets,4 - 2 ,1,0,0,0,0,0,2,0,0,X,X,X,X,X,X,X,N,3,5,1,L
2022-03-24,Mets,Marlins,3 - 2 ,2,0,4,0,1,0,1,1,X,X,X,X,X,X,X,X,N,9,11,2,W
2022-03-25,Nationals,Cardinals,1 - 6 ,0,0,2,0,0,0,2,0,0,X,X,X,X,X,X,X,N,4,6,1,L
2022-03-25,Cardinals,Nationals,5 - 1 ,0,3,0,0,2,0,0,0,X,X,X,X,X,X,X,X,N,5,9,1,W
2022-03-25,Orioles,Rays,3 - 4 ,0,1,0,0,1,0,0,2,0,X,X,X,X,X,X,X,N,4,7,0,L
2022-03-25,Rays,Orioles,1 - 5 ,0,4,0,3,1,0,1,0,X,X,X,X,X,X,X,X,N,9,12,2,W
2022-03-25,Twins,Pirates,3 - 6 ,1,0,0,0,0,0,0,0,0,X,X,X,X,X,X,X,N,1,4,1,L
2022-03-25,Pirates,Twins,4 - 2 ,1,0,0,0,0,0,0,0,1,X,X,X,X,X,X,X,N,2,4,0,W
